name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721196524606,1,0.026768002659082413,0.01944960094988346,0,0,17,17,86.6439208984375,0.025180734730559973,26.768003463745117,19.449600219726562,0,0,0,0,0,0,0,11,6,1,273,273,15,100,42,273,1,S3/N77/C2,1042,1095,25,3,4240821235048456,8,308.80413818359375,56,1,120,37,0,983,984
CellReports,1721196524606,1,0.01992960087954998,0.04344960302114487,0,0,14,14,52.88130569458008,0.014533319567067436,19.929601669311523,43.44960403442383,0,0,0,0,0,0,0,5,2,1,273,273,5,100,14,273,1,S8/N77/C2,753,-1161,25,8,4240821235048471,23,376.87420654296875,100,1,120,37,0,983,984
CellReports,1721196524606,1,0.013859201222658157,0.04256400093436241,0,0,11,11,83.26766204833984,0.018685183121086742,13.859201431274414,42.56399917602539,0,0,0,0,0,0,0,8,6,1,273,273,3,100,9,273,1,S3/N77/C1,1042,1095,25,3,4240821235048455,7,656.7544555664062,23,1,0,37,0,983,984
CellReports,1721196524606,0,0,0,0,0,22,22,36,0.01603388014678978,0,0,0,0,0,0,0,0,0,8,0,0,273,273,0,0,0,0,1,S6/N77/C2,-1654,-890,25,6,4240821235048465,17,0,,1,120,37,0,983,984
CellReports,1721196524606,1,0.053567204624414444,0.04293840005993843,0,0,36,36,86.6439208984375,0.016160489945703845,53.567203521728516,42.93840026855469,0,0,0,0,0,0,0,8,6,1,273,273,13,100,38,273,1,S3/N77/C3,1042,1095,25,3,4240821235048457,9,690.0519409179688,90,1,240,37,0,983,984
CellReports,1721196524606,1,0.029894400388002396,0.04344960302114487,0,0,11,11,59.63383102416992,0.0130580809471279,29.894399642944336,43.44960403442383,0,0,0,0,0,0,0,7,3,1,273,273,7,100,21,273,1,S7/N77/C3,-548,-1209,25,7,4240821235048469,21,501.2993469238281,100,1,240,37,0,983,984
CellReports,1721196524606,1,0.009916800074279308,0.032579999417066574,0,0,13,13,42.75252151489258,0.014999431197143667,9.916800498962402,32.57999801635742,0,0,0,0,0,0,0,6,2,1,273,273,2,100,7,273,1,S6/N77/C1,-1654,-890,25,6,4240821235048464,16,222.99505615234375,50,1,0,37,0,983,984
CellReports,1721196524606,1,0.05978880450129509,0.04344959929585457,0,0,15,15,86.6439208984375,0.020081642310590838,59.78880310058594,43.44960021972656,0,0,0,0,0,0,0,9,6,1,273,273,15,100,42,273,1,S2/N77/C1,-500,1136,25,2,4240821235048452,4,690.0519409179688,100,1,0,37,0,983,984
CellReports,1721196524606,1,0.020652800798416138,0.022726399824023247,0,0,16,16,52.88130569458008,0.021532496821109973,20.652801513671875,22.72640037536621,0,0,0,0,0,0,0,6,4,1,273,273,10,100,28,273,1,S2/N77/C3,-500,1136,25,2,4240821235048454,6,254.1238250732422,54,1,240,37,0,983,984
CellReports,1721196524606,1,0.04698000103235245,0.03289920091629028,0,0,15,15,90.02017974853516,0.02068468009356682,46.97999954223633,32.899200439453125,0,0,0,0,0,0,0,11,11,1,273,273,16,100,45,273,1,S4/N77/C3,-1015,-80,25,4,4240821235048460,12,522.0518188476562,60,1,240,37,0,983,984
