name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721194908924,1,0.040797602385282516,0.03638080134987831,0,0,25,25,73.13887786865234,0.02892055385081863,40.797603607177734,36.380802154541016,0,0,0,0,0,0,0,9,7,1,273,273,10,100,28,273,1,S2/N77/C1,-500,1136,25,2,4240821235048452,4,604.3079833984375,59,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.011063200421631336,0.01700800098478794,0,0,26,26,86.6439208984375,0.04095129829874287,11.063199996948242,17.00800132751465,0,0,0,0,0,0,0,7,5,1,273,273,7,100,20,273,1,S2/N77/C3,-500,1136,25,2,4240821235048454,6,229.29710388183594,23,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.021423999220132828,0.039552800357341766,0,0,19,19,49.50504684448242,0.024445131921796655,21.423999786376953,39.552799224853516,0,0,0,0,0,0,0,6,4,1,273,273,5,100,15,273,1,S6/N77/C1,-1654,-890,25,6,4240821235048464,16,358.4927673339844,54,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.021531198173761368,0.03444800153374672,0,0,20,20,49.50504684448242,0.03013507007003137,21.531198501586914,34.448001861572266,0,0,0,0,0,0,0,10,7,1,273,273,5,100,15,273,1,S3/N77/C1,1042,1095,25,3,4240821235048455,7,329.40484619140625,31,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.01000240072607994,0.002899200189858675,0,0,35,35,167.6741943359375,0.03474929385267742,10.002400398254395,2.899200201034546,0,0,0,0,0,0,0,10,3,1,273,273,39,100,106,273,1,S2/N77/C2,-500,1136,25,2,4240821235048453,5,59.64424133300781,67,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.009360000491142273,0.02831520140171051,0,0,37,37,46.1287841796875,0.025497400028326976,9.360000610351562,28.315200805664062,0,0,0,0,0,0,0,9,3,1,273,273,4,100,11,273,1,S7/N77/C2,-548,-1209,25,7,4240821235048468,20,195.27938842773438,51,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.016607200726866722,0.04251920059323311,0,0,47,47,52.88130569458008,0.025275129492455663,16.607200622558594,42.51919937133789,0,0,0,0,0,0,0,8,2,1,273,273,4,100,11,273,1,S5/N77/C3,1425,-88,25,5,4240821235048463,15,360.53570556640625,83,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.032230403274297714,0.04240160062909126,0,0,14,14,52.88130569458008,0.029702721052998985,32.230403900146484,42.4015998840332,0,0,0,0,0,0,0,8,4,1,273,273,8,100,22,273,1,S6/N77/C3,-1654,-890,25,6,4240821235048466,18,406.238037109375,81,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.012891999445855618,0.04060079902410507,0,0,40,40,46.1287841796875,0.025487083674341365,12.891999244689941,40.600799560546875,0,0,0,0,0,0,0,7,4,1,273,273,3,100,9,273,1,S8/N77/C1,753,-1161,25,8,4240821235048470,22,289.3811340332031,39,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.016674399375915527,0.03301440179347992,0,0,13,13,42.75252151489258,0.02518040660586065,16.674400329589844,33.014400482177734,0,0,0,0,0,0,0,5,2,1,273,273,5,100,13,273,1,S1/N77/C3,-1655,1065,25,1,4240821235048451,3,233.08099365234375,84,1,240,37,0,1740,1741
